as_of_date,etf_ticker,constituent_ticker,constituent_name,isin,sedol,shares_held,market_value,weight_pct,currency,sector,country,asset_class,instrument_type,source
2026-06-22,URA,034020 KS,DOOSAN ENERBILITY CO LTD,,6294670,2382147.0,145978563.23,2.26,USD,,,,equity,web_csv
2026-06-22,URA,ARE CN,AECON GROUP INC,,2699547,3992961.0,125915677.66,1.95,USD,,,,equity,web_csv
2026-06-22,URA,8001 JP,ITOCHU CORP,,6467803,10945359.0,125354435.44,1.94,USD,,,,equity,web_csv
2026-06-22,URA,7011 JP,MITSUBISHI HEAVY INDUSTRIES,,6597067,4790712.0,116088976.28,1.8,USD,,,,equity,web_csv
2026-06-22,URA,YCA LN,YELLOW CAKE PLC,,BF50RG4,15502055.0,112768758.6,1.75,USD,,,,equity,web_csv
2026-06-22,URA,SMR,NUSCALE POWER CORP,AU000000SMR4,BNXK803,9882451.0,111078749.24,1.72,USD,,,,equity,web_csv
2026-06-22,URA,052690 KS,KEPCO ENGINEERING & CONSTRUC,,B4LW1M1,1199295.0,89954926.81,1.39,USD,,,,equity,web_csv
2026-06-22,URA,SSW SJ,SIBANYE STILLWATER LTD,ZAE000259701,BL0L913,33412766.0,78277310.86,1.21,USD,,,,equity,web_csv
2026-06-22,URA,006360 KS,GS ENGINEERING & CONSTRUCT,,6537096,4229419.0,74699925.74,1.16,USD,,,,equity,web_csv
2026-06-22,URA,NNE,NANO NUCLEAR ENERGY INC,,BPDH477,2631120.0,67461916.8,1.04,USD,,,,equity,web_csv
2026-06-22,URA,DYL AU,DEEP YELLOW LTD,,6480275,58438345.0,64320157.07,1.0,USD,,,,equity,web_csv
2026-06-22,URA,1164 HK,CGN MINING CO LTD,,B755514,171665300.0,60780428.65,0.94,USD,,,,equity,web_csv
2026-06-22,URA,SLX AU,SILEX SYSTEMS LTD,,6111735,14634876.0,58480817.99,0.91,USD,,,,equity,web_csv
2026-06-22,URA,URG,UR-ENERGY INC,,B0WW4L2,22631755.0,32363409.65,0.5,USD,,,,equity,web_csv
2026-06-22,URA,BMN AU,BANNERMAN ENERGY LTD,,B07DXJ1,11960502.0,28676427.75,0.44,USD,,,,equity,web_csv
2026-06-22,URA,ISO CN,ISOENERGY LTD,,BTTRKM6,2197772.0,23449941.49,0.36,USD,,,,equity,web_csv
2026-06-22,URA,URC CN,URANIUM ROYALTY CORP,,BKMD921,7591472.0,22476164.27,0.35,USD,,,,equity,web_csv
2026-06-22,URA,BOE AU,BOSS ENERGY LTD,,B1XLCQ6,25284169.0,20472939.57,0.32,USD,,,,equity,web_csv
2026-06-22,URA,EU CN,ENCORE ENERGY CORP,,BN48958,11666483.0,17641516.12,0.27,USD,,,,equity,web_csv
2026-06-22,URA,SASK CN,ATHA ENERGY CORP,,BNQNDF9,20166064.0,15532087.17,0.24,USD,,,,equity,web_csv
2026-06-22,URA,GLO CN,GLOBAL ATOMIC CORP,,BF11BK3,25001820.0,12366643.58,0.19,USD,,,,equity,web_csv
2026-06-22,URA,BKY SM,BERKELEY ENERGIA LTD,,BYVQC08,28845524.0,10201630.88,0.16,USD,,,,equity,web_csv
