as_of_date,etf_ticker,constituent_ticker,constituent_name,isin,sedol,shares_held,market_value,weight_pct,currency,sector,country,asset_class,instrument_type,source
2026-06-15,COPX,SCCO,SOUTHERN COPPER CORP,US84265V1052,2823777,2035070.0,393216225.4,4.74,USD,,,,equity,web_csv
2026-06-15,COPX,SFR AU,SANDFIRE RESOURCES LTD,AU000000SFR8,6739739,19477480.0,288063472.25,3.47,USD,,,,equity,web_csv
2026-06-15,COPX,SLS CN,SOLARIS RESOURCES INC,CA83419D2014,BMQ5701,3873424.0,38971227.19,0.47,USD,,,,equity,web_csv
2026-06-15,COPX,TECK/B CN,TECK RESOURCES LTD-CLS B,CA8787422044,2879327,6558638.0,434129317.69,5.23,USD,,,,equity,web_csv
2026-06-15,COPX,TGB,TASEKO MINES LTD,CA8765111064,2592066,15081040.0,117028870.4,1.41,USD,,,,equity,web_csv
2026-06-15,COPX,,CASH,CASH,,6537405.67,6537405.67,0.08,USD,,,,cash,web_csv
2026-06-15,COPX,,OTHER PAYABLE & RECEIVABLES,,,14309633.38,14309633.38,0.17,USD,,,,cash,web_csv
2026-06-15,COPX,,JAPANESE YEN,,,-18239780.0,-113898.96,-0.0,USD,,,,fx,web_csv
2026-06-15,COPX,,CANADIAN DOLLAR,,,-19072.09,-13647.78,0.0,USD,,,,fx,web_csv
2026-06-15,COPX,,SAUDI RIYAL,,,339539.01,90483.41,0.0,USD,,,,fx,web_csv
2026-06-15,COPX,,HONG KONG DOLLAR,,,-61011.85,-7787.19,0.0,USD,,,,fx,web_csv
2026-06-17,COPX,1208 HK,MMG LTD,HK1208013172,6728793,167282360.0,182968083.57,2.21,USD,,,,equity,web_csv
2026-06-17,COPX,1258 HK,CHINA NONFERROUS MINING CORP,HK0000112026,B890GY2,54718700.0,101122710.81,1.22,USD,,,,equity,web_csv
2026-06-17,COPX,1515 JP,NITTETSU MINING CO LTD,JP3680800004,6641027,1770400.0,28633383.44,0.35,USD,,,,equity,web_csv
2026-06-17,COPX,2099 HK,CHINA GOLD INTERNATIONAL RES,CA16890P1036,B60FNV8,10081500.0,203294959.99,2.46,USD,,,,equity,web_csv
2026-06-17,COPX,2899 HK,ZIJIN MINING GROUP CO LTD-H,CNE100000502,6725299,78942535.0,333490473.69,4.04,USD,,,,equity,web_csv
2026-06-17,COPX,358 HK,JIANGXI COPPER CO LTD-H,CNE1000003K3,6000305,42717801.0,204884938.88,2.48,USD,,,,equity,web_csv
2026-06-17,COPX,3939 HK,WANGUO GOLD GROUP LTD,KYG9430L1150,BV106D0,49627760.0,65935571.27,0.8,USD,,,,equity,web_csv
2026-06-17,COPX,5711 JP,MITSUBISHI MATERIALS CORP,JP3903000002,6597089,5240781.0,159585172.88,1.93,USD,,,,equity,web_csv
2026-06-17,COPX,5713 JP,SUMITOMO METAL MINING CO LTD,JP3402600005,6858849,5515408.0,314945019.43,3.81,USD,,,,equity,web_csv
2026-06-17,COPX,ALS CN,ALTIUS MINERALS CORPORATION,CA0209361009,2122355,1957638.0,83968582.36,1.02,USD,,,,equity,web_csv
2026-06-17,COPX,AMAK AB,AL MASANE AL KOBRA MINING CO,SA15HG50KL10,BNNVLT6,2213198.0,45997720.22,0.56,USD,,,,equity,web_csv
2026-06-17,COPX,ANTO LN,ANTOFAGASTA PLC,GB0000456144,0045614,7486087.0,427229239.48,5.17,USD,,,,equity,web_csv
2026-06-17,COPX,ARG CN,AMERIGO RESOURCES LTD,CA03074G1090,2855822,5848839.0,29033535.01,0.35,USD,,,,equity,web_csv
2026-06-17,COPX,ASCU CN,ARIZONA SONORAN COPPER CO IN,CA04058Q1054,BMC50Y0,7178838.0,49203789.44,0.59,USD,,,,equity,web_csv
2026-06-17,COPX,ATYM LN,ATALAYA MINING COPPER SA,CY0106002112,BYZTVM8,5028905.0,59878340.61,0.72,USD,,,,equity,web_csv
2026-06-17,COPX,BHP AU,BHP GROUP LTD,AU000000BHP4,6144690,9506971.0,440670676.87,5.33,USD,,,,equity,web_csv
2026-06-17,COPX,BOL SS,BOLIDEN AB,SE0020050417,BPYTZ57,6417234.0,398581723.58,4.82,USD,,,,equity,web_csv
2026-06-17,COPX,BVR AU,BELLAVISTA RESOURCES LTD,AU0000216913,BNNFYB1,2262293.0,615522.5,0.01,USD,,,,equity,web_csv
2026-06-17,COPX,CNL CN,COLLECTIVE MINING LTD,CA19425C1005,BN79Z49,1987078.0,29010403.44,0.35,USD,,,,equity,web_csv
2026-06-17,COPX,CS CN,CAPSTONE COPPER CORP,CA14071L1085,BMY5XY9,27787112.0,297471329.52,3.6,USD,,,,equity,web_csv
2026-06-17,COPX,DVP AU,DEVELOP GLOBAL LTD,AU0000179707,BNVQGB0,10853042.0,57600436.33,0.7,USD,,,,equity,web_csv
