as_of_date,etf_ticker,constituent_ticker,constituent_name,isin,sedol,shares_held,market_value,weight_pct,currency,sector,country,source
2026-06-19,MNRS,HKD,HKD - HONG KONG DOLLAR,,,-70891375.0,,,AUD,,,web_csv
2026-06-19,MNRS,JPY,JPY - JAPANESE YEN,,,-77870510.0,,,AUD,,,web_csv
2026-06-19,MNRS,USD,USD - UNITED STATES DOLLAR,CASH,,-27629394.0,,,AUD,,,web_csv
2026-06-19,MNRS,ZAR,ZAR - SOUTH AFRICA RAND,,,-503938232.0,,,AUD,,,web_csv
2026-06-19,MNRS,CAD,CAD - CANADA DOLLAR,,,2210190.34,2227340.8600000003,0.94015553,AUD,,,web_csv
2026-06-19,MNRS,HKD,HKD - HONG KONG DOLLAR,,,807157.06,146838.59000000008,0.06198024000000002,AUD,,,web_csv
2026-06-19,MNRS,USD,USD - UNITED STATES DOLLAR,CASH,,46167.56,65840.78000000003,0.02779124999999999,AUD,,,web_csv
2026-06-19,MNRS,AUD,AUD - AUSTRALIA DOLLAR,,,55784.81,55784.81,0.02354664,AUD,,,web_csv
2026-06-19,MNRS,KRW,KRW - KOREAN WON,,,0.38,,,AUD,,,web_csv
2026-06-19,MNRS,JPY,JPY - JAPANESE YEN,,,-6281519.1899999995,-55552.28,-0.023448490000000002,AUD,,,web_csv
2026-06-19,MNRS,GBP,GBP - BRITISH POUND,,,-87138.96,-164382.12,-0.06938532,AUD,,,web_csv
2026-06-19,MNRS,ZAR,ZAR - SOUTH AFRICA RAND,,,-19105976.85,-1656980.28,-0.69940762,AUD,,,web_csv
2026-06-19,MNRS,"Total weights may not add up to 100% due to rounding or immateriality. Holdings, weights and values are subject to change.",,,,,,,AUD,,,web_csv
2026-06-19,MNRS,"Betashares makes no representation or warranty of any kind, either express or implied, with respect to the holdings data,",,,,,,,AUD,,,web_csv
2026-06-19,MNRS,"its timeliness, the information's use or any other matter.",,,,,,,AUD,,,web_csv
